DeviceID,Date,Final_Daily_Readings,Daily_Consumption
478-937-659,2025-01-27,1717.2,13.6
478-937-659,2025-01-28,1727.0,9.8
478-937-659,2025-01-29,1742.3,15.3
478-937-659,2025-01-30,1751.2,8.9
478-937-659,2025-01-31,1763.8,12.6
478-937-659,2025-02-01,1772.0,8.2
478-937-659,2025-02-02,1782.8,10.8
478-937-659,2025-02-03,1792.0,9.2
478-937-659,2025-02-04,1802.9,10.9
478-937-659,2025-02-05,1810.1,7.2
478-937-659,2025-02-06,1824.7,14.6
478-937-659,2025-02-07,1837.8,13.1
478-937-659,2025-02-08,1843.5,5.7
478-937-659,2025-02-09,1854.9,11.4
478-937-659,2025-02-10,1863.0,8.1
478-937-659,2025-02-11,1877.0,14.0
478-937-659,2025-02-12,1886.8,9.8
478-937-659,2025-02-13,1891.3,4.5
478-937-659,2025-02-14,1898.8,7.5
478-937-659,2025-02-15,1909.7,10.9
478-937-659,2025-02-16,1914.5,4.8
478-937-659,2025-02-17,1925.8,11.3
478-937-659,2025-02-18,1941.8,16.0
478-937-659,2025-02-19,1950.1,8.3
365-726-672,2024-11-11,430.9,8.9
365-726-672,2024-11-12,440.5,9.6
365-726-672,2024-11-13,448.1,7.6
365-726-672,2024-11-14,456.6,8.5
365-726-672,2024-11-15,471.6,15.0
365-726-672,2024-11-16,478.7,7.1
365-726-672,2024-11-17,492.6,13.9
365-726-672,2024-11-18,497.0,4.4
365-726-672,2024-11-19,502.8,5.8
365-726-672,2024-11-20,516.4,13.6
365-726-672,2024-11-21,531.1,14.7
365-726-672,2024-11-22,539.9,8.8
365-726-672,2024-11-23,549.6,9.7
365-726-672,2024-11-24,556.2,6.6
365-726-672,2024-11-25,566.0,9.8
365-726-672,2024-11-26,572.8,6.8
365-726-672,2024-11-27,586.8,14.0
365-726-672,2024-11-28,595.4,8.6
365-726-672,2024-11-29,603.0,7.6
365-726-672,2024-11-30,612.2,9.2
365-726-672,2024-12-01,622.8,10.6
365-726-672,2024-12-02,631.4,8.6
365-726-672,2024-12-03,637.3,5.9
365-726-672,2024-12-04,642.6,5.3
365-726-672,2024-12-05,653.0,10.4
365-726-672,2024-12-06,665.8,12.8
365-726-672,2024-12-07,679.0,13.2
365-726-672,2024-12-08,689.5,10.5
365-726-672,2024-12-09,696.4,6.9
365-726-672,2024-12-10,709.5,13.1
365-726-672,2024-12-11,716.4,6.9
365-726-672,2024-12-12,732.1,15.7
365-726-672,2024-12-13,745.2,13.1
365-726-672,2024-12-14,751.0,5.8
365-726-672,2024-12-15,766.1,15.1
365-726-672,2024-12-16,777.2,11.1
365-726-672,2024-12-17,792.9,15.7
365-726-672,2024-12-18,802.8,9.9
365-726-672,2024-12-19,816.6,13.8
365-726-672,2024-12-20,830.0,13.4
365-726-672,2024-12-21,843.0,13.0
365-726-672,2024-12-22,852.0,9.0
365-726-672,2024-12-23,857.4,5.4
365-726-672,2024-12-24,862.0,4.6
365-726-672,2024-12-25,878.0,16.0
365-726-672,2024-12-26,883.7,5.7
365-726-672,2024-12-27,890.2,6.5
365-726-672,2024-12-28,898.3,8.1
365-726-672,2024-12-29,903.7,5.4
365-726-672,2024-12-30,919.8,16.1
365-726-672,2024-12-31,929.3,9.5
365-726-672,2025-01-01,942.4,13.1
365-726-672,2025-01-02,949.5,7.1
365-726-672,2025-01-03,960.4,10.9
365-726-672,2025-01-04,965.5,5.1
365-726-672,2025-01-05,973.3,7.8
365-726-672,2025-01-06,983.9,10.6
365-726-672,2025-01-07,993.0,9.1
365-726-672,2025-01-08,1003.4,10.4
365-726-672,2025-01-09,1013.4,10.0
365-726-672,2025-01-10,1023.2,9.8
365-726-672,2025-01-11,1039.6,16.4
365-726-672,2025-01-12,1050.7,11.1
365-726-672,2025-01-13,1064.9,14.2
365-726-672,2025-01-14,1075.2,10.3
365-726-672,2025-01-15,1087.7,12.5
365-726-672,2025-01-16,1097.9,10.2
365-726-672,2025-01-17,1108.0,10.1
365-726-672,2025-01-18,1112.3,4.3
365-726-672,2025-01-19,1119.4,7.1
365-726-672,2025-01-20,1127.8,8.4
365-726-672,2025-01-21,1135.8,8.0
365-726-672,2025-01-22,1151.3,15.5
365-726-672,2025-01-23,1159.9,8.6
365-726-672,2025-01-24,1172.6,12.7
365-726-672,2025-01-25,1187.1,14.5
365-726-672,2025-01-26,1196.3,9.2
365-726-672,2025-01-27,1203.9,7.6
365-726-672,2025-01-28,1212.8,8.9
365-726-672,2025-01-29,1222.1,9.3
365-726-672,2025-01-30,1234.3,12.2
365-726-672,2025-01-31,1248.3,14.0
365-726-672,2025-02-01,1253.5,5.2
365-726-672,2025-02-02,1262.8,9.3
365-726-672,2025-02-03,1276.5,13.7
365-726-672,2025-02-04,1281.2,4.7
365-726-672,2025-02-05,1296.1,14.9
365-726-672,2025-02-06,1308.1,12.0
365-726-672,2025-02-07,1316.2,8.1
365-726-672,2025-02-08,1329.6,13.4
365-726-672,2025-02-09,1336.6,7.0
365-726-672,2025-02-10,1349.1,12.5
365-726-672,2025-02-11,1362.2,13.1
365-726-672,2025-02-12,1369.4,7.2
365-726-672,2025-02-13,1375.1,5.7
365-726-672,2025-02-14,1387.2,12.1
365-726-672,2025-02-15,1400.9,13.7
365-726-672,2025-02-16,1406.4,5.5
365-726-672,2025-02-17,1411.1,4.7
365-726-672,2025-02-18,1419.0,7.9
365-726-672,2025-02-19,1423.3,4.3
586-708-842,2024-11-11,871.7,10.6
586-708-842,2024-11-12,883.6,11.9
586-708-842,2024-11-13,896.0,12.4
586-708-842,2024-11-14,910.2,14.2
586-708-842,2024-11-15,925.9,15.7
586-708-842,2024-11-16,940.5,14.6
586-708-842,2024-11-17,947.5,7.0
586-708-842,2024-11-18,961.4,13.9
586-708-842,2024-11-19,973.6,12.2
586-708-842,2024-11-20,984.2,10.6
586-708-842,2024-11-21,994.5,10.3
586-708-842,2024-11-22,1000.3,5.8
586-708-842,2024-11-23,1010.1,9.8
586-708-842,2024-11-24,1017.0,6.9
586-708-842,2024-11-25,1028.6,11.6
586-708-842,2024-11-26,1036.1,7.5
586-708-842,2024-11-27,1051.7,15.6
586-708-842,2024-11-28,1067.9,16.2
586-708-842,2024-11-29,1072.8,4.9
586-708-842,2024-11-30,1084.8,12.0
586-708-842,2024-12-01,1089.2,4.4
586-708-842,2024-12-02,1098.3,9.1
586-708-842,2024-12-03,1109.3,11.0
586-708-842,2024-12-04,1118.1,8.8
586-708-842,2024-12-05,1129.0,10.9
586-708-842,2024-12-06,1144.9,15.9
586-708-842,2024-12-07,1151.3,6.4
586-708-842,2024-12-08,1159.6,8.3
586-708-842,2024-12-09,1168.9,9.3
586-708-842,2024-12-10,1183.3,14.4
586-708-842,2024-12-11,1199.9,16.6
586-708-842,2024-12-12,1206.9,7.0
586-708-842,2024-12-13,1219.1,12.2
586-708-842,2024-12-14,1227.3,8.2
586-708-842,2024-12-15,1236.5,9.2
586-708-842,2024-12-16,1250.2,13.7
586-708-842,2024-12-17,1255.8,5.6
586-708-842,2024-12-18,1260.3,4.5
586-708-842,2024-12-19,1270.7,10.4
586-708-842,2024-12-20,1279.5,8.8
586-708-842,2024-12-21,1289.1,9.6
586-708-842,2024-12-22,1300.8,11.7
586-708-842,2024-12-23,1305.3,4.5
586-708-842,2024-12-24,1315.3,10.0
586-708-842,2024-12-25,1331.5,16.2
586-708-842,2024-12-26,1347.8,16.3
586-708-842,2024-12-27,1353.7,5.9
586-708-842,2024-12-28,1363.9,10.2
586-708-842,2024-12-29,1379.0,15.1
586-708-842,2024-12-30,1388.6,9.6
586-708-842,2024-12-31,1398.5,9.9
586-708-842,2025-01-01,1414.6,16.1
586-708-842,2025-01-02,1424.7,10.1
586-708-842,2025-01-03,1429.8,5.1
586-708-842,2025-01-04,1436.1,6.3
586-708-842,2025-01-05,1448.2,12.1
586-708-842,2025-01-06,1458.6,10.4
586-708-842,2025-01-07,1463.9,5.3
586-708-842,2025-01-08,1475.1,11.2
586-708-842,2025-01-09,1480.8,5.7
586-708-842,2025-01-10,1491.9,11.1
586-708-842,2025-01-11,1506.5,14.6
586-708-842,2025-01-12,1521.6,15.1
586-708-842,2025-01-13,1534.1,12.5
586-708-842,2025-01-14,1540.9,6.8
586-708-842,2025-01-15,1554.1,13.2
586-708-842,2025-01-16,1558.6,4.5
586-708-842,2025-01-17,1574.4,15.8
586-708-842,2025-01-18,1588.9,14.5
586-708-842,2025-01-19,1605.2,16.3
586-708-842,2025-01-20,1619.7,14.5
586-708-842,2025-01-21,1623.9,4.2
586-708-842,2025-01-22,1637.5,13.6
586-708-842,2025-01-23,1644.9,7.4
586-708-842,2025-01-24,1660.2,15.3
586-708-842,2025-01-25,1671.6,11.4
586-708-842,2025-01-26,1678.4,6.8
586-708-842,2025-01-27,1685.6,7.2
586-708-842,2025-01-28,1701.2,15.6
586-708-842,2025-01-29,1707.4,6.2
586-708-842,2025-01-30,1723.5,16.1
586-708-842,2025-01-31,1736.2,12.7
586-708-842,2025-02-01,1744.4,8.2
586-708-842,2025-02-02,1753.9,9.5
586-708-842,2025-02-03,1760.8,6.9
586-708-842,2025-02-04,1768.4,7.6
586-708-842,2025-02-05,1774.7,6.3
586-708-842,2025-02-06,1780.6,5.9
586-708-842,2025-02-07,1785.3,4.7
586-708-842,2025-02-08,1798.5,13.2
586-708-842,2025-02-09,1806.3,7.8
586-708-842,2025-02-10,1812.6,6.3
586-708-842,2025-02-11,1818.2,5.6
586-708-842,2025-02-12,1833.7,15.5
586-708-842,2025-02-13,1847.5,13.8
586-708-842,2025-02-14,1857.2,9.7
586-708-842,2025-02-15,1863.7,6.5
586-708-842,2025-02-16,1873.3,9.6
586-708-842,2025-02-17,1882.5,9.2
586-708-842,2025-02-18,1894.9,12.4
586-708-842,2025-02-19,1900.9,6.0
569-849-415,2024-11-11,763.8,4.7
569-849-415,2024-11-12,777.5,13.7
569-849-415,2024-11-13,783.7,6.2
569-849-415,2024-11-14,791.9,8.2
569-849-415,2024-11-15,807.0,15.1
569-849-415,2024-11-16,818.1,11.1
569-849-415,2024-11-17,831.7,13.6
569-849-415,2024-11-18,841.3,9.6
569-849-415,2024-11-19,845.7,4.4
569-849-415,2024-11-20,858.3,12.6
569-849-415,2024-11-21,864.7,6.4
569-849-415,2024-11-22,870.1,5.4
569-849-415,2024-11-23,883.9,13.8
569-849-415,2024-11-24,896.6,12.7
569-849-415,2024-11-25,906.7,10.1
569-849-415,2024-11-26,911.7,5.0
569-849-415,2024-11-27,920.9,9.2
569-849-415,2024-11-28,934.0,13.1
569-849-415,2024-11-29,939.1,5.1
569-849-415,2024-11-30,945.9,6.8
569-849-415,2024-12-01,953.6,7.7
569-849-415,2024-12-02,959.2,5.6
569-849-415,2024-12-03,968.7,9.5
569-849-415,2024-12-04,984.9,16.2
569-849-415,2024-12-05,989.9,5.0
569-849-415,2024-12-06,994.0,4.1
569-849-415,2024-12-07,1006.8,12.8
569-849-415,2024-12-08,1023.0,16.2
569-849-415,2024-12-09,1031.4,8.4
569-849-415,2024-12-10,1039.2,7.8
569-849-415,2024-12-11,1043.9,4.7
569-849-415,2024-12-12,1049.0,5.1
569-849-415,2024-12-13,1057.7,8.7
569-849-415,2024-12-14,1070.6,12.9
569-849-415,2024-12-15,1084.7,14.1
569-849-415,2024-12-16,1098.9,14.2
569-849-415,2024-12-17,1108.0,9.1
569-849-415,2024-12-18,1117.9,9.9
569-849-415,2024-12-19,1131.4,13.5
569-849-415,2024-12-20,1136.4,5.0
569-849-415,2024-12-21,1142.1,5.7
569-849-415,2024-12-22,1147.6,5.5
569-849-415,2024-12-23,1162.7,15.1
569-849-415,2024-12-24,1172.1,9.4
569-849-415,2024-12-25,1183.7,11.6
569-849-415,2024-12-26,1194.6,10.9
569-849-415,2024-12-27,1207.5,12.9
569-849-415,2024-12-28,1215.3,7.8
569-849-415,2024-12-29,1229.2,13.9
569-849-415,2024-12-30,1242.5,13.3
569-849-415,2024-12-31,1251.2,8.7
569-849-415,2025-01-01,1256.6,5.4
569-849-415,2025-01-02,1263.6,7.0
569-849-415,2025-01-03,1270.2,6.6
569-849-415,2025-01-04,1276.5,6.3
569-849-415,2025-01-05,1287.6,11.1
569-849-415,2025-01-06,1293.2,5.6
569-849-415,2025-01-07,1308.9,15.7
569-849-415,2025-01-08,1324.3,15.4
569-849-415,2025-01-09,1339.7,15.4
569-849-415,2025-01-10,1350.5,10.8
569-849-415,2025-01-11,1354.8,4.3
569-849-415,2025-01-12,1359.2,4.4
569-849-415,2025-01-13,1365.4,6.2
569-849-415,2025-01-14,1378.6,13.2
569-849-415,2025-01-15,1383.0,4.4
569-849-415,2025-01-16,1394.1,11.1
569-849-415,2025-01-17,1399.5,5.4
569-849-415,2025-01-18,1410.1,10.6
569-849-415,2025-01-19,1425.7,15.6
569-849-415,2025-01-20,1431.9,6.2
569-849-415,2025-01-21,1439.7,7.8
569-849-415,2025-01-22,1452.2,12.5
569-849-415,2025-01-23,1468.7,16.5
569-849-415,2025-01-24,1484.5,15.8
569-849-415,2025-01-25,1500.2,15.7
569-849-415,2025-01-26,1510.6,10.4
569-849-415,2025-01-27,1523.1,12.5
569-849-415,2025-01-28,1535.5,12.4
569-849-415,2025-01-29,1541.9,6.4
569-849-415,2025-01-30,1553.0,11.1
569-849-415,2025-01-31,1561.2,8.2
569-849-415,2025-02-01,1572.1,10.9
569-849-415,2025-02-02,1583.3,11.2
569-849-415,2025-02-03,1596.9,13.6
569-849-415,2025-02-04,1603.2,6.3
569-849-415,2025-02-05,1616.6,13.4
569-849-415,2025-02-06,1626.4,9.8
569-849-415,2025-02-07,1631.6,5.2
569-849-415,2025-02-08,1636.4,4.8
569-849-415,2025-02-09,1647.4,11.0
569-849-415,2025-02-10,1657.7,10.3
569-849-415,2025-02-11,1668.0,10.3
569-849-415,2025-02-12,1677.5,9.5
569-849-415,2025-02-13,1692.5,15.0
569-849-415,2025-02-14,1707.4,14.9
569-849-415,2025-02-15,1717.9,10.5
569-849-415,2025-02-16,1724.4,6.5
569-849-415,2025-02-17,1733.4,9.0
569-849-415,2025-02-18,1741.8,8.4
569-849-415,2025-02-19,1757.0,15.2
949-246-178,2024-11-11,563.4,5.1
949-246-178,2024-11-12,574.9,11.5
949-246-178,2024-11-13,582.9,8.0
949-246-178,2024-11-14,599.0,16.1
949-246-178,2024-11-15,606.7,7.7
949-246-178,2024-11-16,620.6,13.9
949-246-178,2024-11-17,633.1,12.5
949-246-178,2024-11-18,640.8,7.7
949-246-178,2024-11-19,652.2,11.4
949-246-178,2024-11-20,668.6,16.4
949-246-178,2024-11-21,673.1,4.5
949-246-178,2024-11-22,689.4,16.3
949-246-178,2024-11-23,702.3,12.9
949-246-178,2024-11-24,717.4,15.1
949-246-178,2024-11-25,725.1,7.7
949-246-178,2024-11-26,731.3,6.2
949-246-178,2024-11-27,747.1,15.8
949-246-178,2024-11-28,762.9,15.8
949-246-178,2024-11-29,772.6,9.7
949-246-178,2024-11-30,779.7,7.1
949-246-178,2024-12-01,785.8,6.1
949-246-178,2024-12-02,792.5,6.7
949-246-178,2024-12-03,799.7,7.2
949-246-178,2024-12-04,812.6,12.9
949-246-178,2024-12-05,827.8,15.2
949-246-178,2024-12-06,836.6,8.8
949-246-178,2024-12-07,843.0,6.4
949-246-178,2024-12-08,856.6,13.6
949-246-178,2024-12-09,862.4,5.8
949-246-178,2024-12-10,877.2,14.8
949-246-178,2024-12-11,884.7,7.5
949-246-178,2024-12-12,900.6,15.9
949-246-178,2024-12-13,908.5,7.9
949-246-178,2024-12-14,923.4,14.9
949-246-178,2024-12-15,929.4,6.0
949-246-178,2024-12-16,941.7,12.3
949-246-178,2024-12-17,948.2,6.5
949-246-178,2024-12-18,954.3,6.1
949-246-178,2024-12-19,968.7,14.4
949-246-178,2024-12-20,972.8,4.1
949-246-178,2024-12-21,983.5,10.7
949-246-178,2024-12-22,987.9,4.4
949-246-178,2024-12-23,1001.6,13.7
949-246-178,2024-12-24,1009.2,7.6
949-246-178,2024-12-25,1021.2,12.0
949-246-178,2024-12-26,1032.5,11.3
949-246-178,2024-12-27,1048.7,16.2
949-246-178,2024-12-28,1059.3,10.6
949-246-178,2024-12-29,1067.6,8.3
949-246-178,2024-12-30,1077.1,9.5
949-246-178,2024-12-31,1086.6,9.5
949-246-178,2025-01-01,1094.5,7.9
949-246-178,2025-01-02,1101.1,6.6
949-246-178,2025-01-03,1111.4,10.3
949-246-178,2025-01-04,1117.7,6.3
949-246-178,2025-01-05,1125.7,8.0
949-246-178,2025-01-06,1132.7,7.0
949-246-178,2025-01-07,1138.7,6.0
949-246-178,2025-01-08,1145.0,6.3
949-246-178,2025-01-09,1160.8,15.8
949-246-178,2025-01-10,1172.2,11.4
949-246-178,2025-01-11,1182.7,10.5
949-246-178,2025-01-12,1197.2,14.5
949-246-178,2025-01-13,1206.2,9.0
949-246-178,2025-01-14,1222.0,15.8
949-246-178,2025-01-15,1237.0,15.0
949-246-178,2025-01-16,1245.5,8.5
949-246-178,2025-01-17,1260.7,15.2
949-246-178,2025-01-18,1270.7,10.0
949-246-178,2025-01-19,1276.3,5.6
949-246-178,2025-01-20,1283.2,6.9
949-246-178,2025-01-21,1287.5,4.3
949-246-178,2025-01-22,1303.0,15.5
949-246-178,2025-01-23,1314.0,11.0
949-246-178,2025-01-24,1322.5,8.5
949-246-178,2025-01-25,1329.2,6.7
949-246-178,2025-01-26,1334.4,5.2
949-246-178,2025-01-27,1350.0,15.6
949-246-178,2025-01-28,1357.1,7.1
949-246-178,2025-01-29,1371.0,13.9
949-246-178,2025-01-30,1384.6,13.6
949-246-178,2025-01-31,1390.6,6.0
949-246-178,2025-02-01,1402.4,11.8
949-246-178,2025-02-02,1409.6,7.2
949-246-178,2025-02-03,1415.7,6.1
949-246-178,2025-02-04,1428.4,12.7
949-246-178,2025-02-05,1444.0,15.6
949-246-178,2025-02-06,1450.6,6.6
949-246-178,2025-02-07,1458.3,7.7
949-246-178,2025-02-08,1465.8,7.5
949-246-178,2025-02-09,1470.0,4.2
949-246-178,2025-02-10,1485.8,15.8
949-246-178,2025-02-11,1494.2,8.4
949-246-178,2025-02-12,1499.6,5.4
949-246-178,2025-02-13,1513.8,14.2
949-246-178,2025-02-14,1522.6,8.8
949-246-178,2025-02-15,1534.7,12.1
949-246-178,2025-02-16,1548.2,13.5
949-246-178,2025-02-17,1560.0,11.8
949-246-178,2025-02-18,1565.9,5.9
949-246-178,2025-02-19,1575.3,9.4
621-167-322,2024-11-11,165.9,15.1
621-167-322,2024-11-12,181.4,15.5
621-167-322,2024-11-13,185.7,4.3
621-167-322,2024-11-14,199.2,13.5
621-167-322,2024-11-15,209.1,9.9
621-167-322,2024-11-16,213.9,4.8
621-167-322,2024-11-17,220.3,6.4
621-167-322,2024-11-18,233.4,13.1
621-167-322,2024-11-19,247.0,13.6
621-167-322,2024-11-20,255.5,8.5
621-167-322,2024-11-21,263.2,7.7
621-167-322,2024-11-22,278.0,14.8
621-167-322,2024-11-23,287.6,9.6
621-167-322,2024-11-24,296.8,9.2
621-167-322,2024-11-25,308.0,11.2
621-167-322,2024-11-26,319.6,11.6
621-167-322,2024-11-27,327.7,8.1
621-167-322,2024-11-28,334.9,7.2
621-167-322,2024-11-29,344.5,9.6
621-167-322,2024-11-30,360.5,16.0
621-167-322,2024-12-01,374.0,13.5
621-167-322,2024-12-02,382.3,8.3
621-167-322,2024-12-03,391.1,8.8
621-167-322,2024-12-04,405.7,14.6
621-167-322,2024-12-05,418.4,12.7
621-167-322,2024-12-06,422.9,4.5
621-167-322,2024-12-07,435.8,12.9
621-167-322,2024-12-08,449.9,14.1
621-167-322,2024-12-09,457.1,7.2
621-167-322,2024-12-10,468.0,10.9
621-167-322,2024-12-11,478.5,10.5
621-167-322,2024-12-12,489.8,11.3
621-167-322,2024-12-13,495.1,5.3
621-167-322,2024-12-14,511.0,15.9
621-167-322,2024-12-15,516.3,5.3
621-167-322,2024-12-16,525.8,9.5
621-167-322,2024-12-17,534.3,8.5
621-167-322,2024-12-18,550.8,16.5
621-167-322,2024-12-19,561.4,10.6
621-167-322,2024-12-20,573.8,12.4
621-167-322,2024-12-21,578.3,4.5
621-167-322,2024-12-22,590.3,12.0
621-167-322,2024-12-23,594.8,4.5
621-167-322,2024-12-24,599.5,4.7
621-167-322,2024-12-25,612.6,13.1
621-167-322,2024-12-26,617.7,5.1
621-167-322,2024-12-27,623.0,5.3
621-167-322,2024-12-28,637.8,14.8
621-167-322,2024-12-29,650.7,12.9
621-167-322,2024-12-30,660.9,10.2
621-167-322,2024-12-31,676.5,15.6
621-167-322,2025-01-01,690.8,14.3
621-167-322,2025-01-02,698.5,7.7
621-167-322,2025-01-03,714.5,16.0
621-167-322,2025-01-04,722.8,8.3
621-167-322,2025-01-05,728.5,5.7
621-167-322,2025-01-06,733.3,4.8
621-167-322,2025-01-07,744.0,10.7
621-167-322,2025-01-08,754.0,10.0
621-167-322,2025-01-09,767.9,13.9
621-167-322,2025-01-10,778.4,10.5
621-167-322,2025-01-11,787.3,8.9
621-167-322,2025-01-12,797.1,9.8
621-167-322,2025-01-13,806.9,9.8
621-167-322,2025-01-14,813.0,6.1
621-167-322,2025-01-15,823.9,10.9
621-167-322,2025-01-16,839.2,15.3
621-167-322,2025-01-17,847.0,7.8
621-167-322,2025-01-18,857.1,10.1
621-167-322,2025-01-19,867.7,10.6
621-167-322,2025-01-20,878.4,10.7
621-167-322,2025-01-21,886.3,7.9
621-167-322,2025-01-22,892.0,5.7
621-167-322,2025-01-23,902.3,10.3
621-167-322,2025-01-24,912.0,9.7
621-167-322,2025-01-25,920.8,8.8
621-167-322,2025-01-26,933.9,13.1
621-167-322,2025-01-27,940.6,6.7
621-167-322,2025-01-28,955.5,14.9
621-167-322,2025-01-29,966.1,10.6
621-167-322,2025-01-30,973.6,7.5
621-167-322,2025-01-31,979.2,5.6
621-167-322,2025-02-01,986.1,6.9
621-167-322,2025-02-02,998.0,11.9
621-167-322,2025-02-03,1003.6,5.6
621-167-322,2025-02-04,1009.1,5.5
621-167-322,2025-02-05,1020.7,11.6
621-167-322,2025-02-06,1027.0,6.3
621-167-322,2025-02-07,1035.9,8.9
621-167-322,2025-02-08,1048.3,12.4
621-167-322,2025-02-09,1060.6,12.3
621-167-322,2025-02-10,1065.2,4.6
621-167-322,2025-02-11,1077.5,12.3
621-167-322,2025-02-12,1082.2,4.7
621-167-322,2025-02-13,1090.7,8.5
621-167-322,2025-02-14,1104.7,14.0
621-167-322,2025-02-15,1115.2,10.5
621-167-322,2025-02-16,1124.1,8.9
621-167-322,2025-02-17,1128.5,4.4
621-167-322,2025-02-18,1135.4,6.9
621-167-322,2025-02-19,1147.8,12.4
659-279-957,2024-11-11,921.3,5.7
659-279-957,2024-11-12,932.2,10.9
659-279-957,2024-11-13,947.0,14.8
659-279-957,2024-11-14,961.6,14.6
659-279-957,2024-11-15,976.4,14.8
659-279-957,2024-11-16,988.5,12.1
659-279-957,2024-11-17,998.9,10.4
659-279-957,2024-11-18,1014.7,15.8
659-279-957,2024-11-19,1023.2,8.5
659-279-957,2024-11-20,1034.8,11.6
659-279-957,2024-11-21,1043.0,8.2
659-279-957,2024-11-22,1056.7,13.7
659-279-957,2024-11-23,1073.2,16.5
659-279-957,2024-11-24,1089.2,16.0
659-279-957,2024-11-25,1097.5,8.3
659-279-957,2024-11-26,1112.2,14.7
659-279-957,2024-11-27,1120.8,8.6
659-279-957,2024-11-28,1133.6,12.8
659-279-957,2024-11-29,1144.6,11.0
659-279-957,2024-11-30,1156.1,11.5
659-279-957,2024-12-01,1172.0,15.9
659-279-957,2024-12-02,1185.7,13.7
659-279-957,2024-12-03,1196.3,10.6
659-279-957,2024-12-04,1211.7,15.4
659-279-957,2024-12-05,1220.1,8.4
659-279-957,2024-12-06,1234.7,14.6
659-279-957,2024-12-07,1246.2,11.5
659-279-957,2024-12-08,1251.4,5.2
659-279-957,2024-12-09,1264.8,13.4
659-279-957,2024-12-10,1276.8,12.0
659-279-957,2024-12-11,1291.0,14.2
659-279-957,2024-12-12,1301.9,10.9
659-279-957,2024-12-13,1308.6,6.7
659-279-957,2024-12-14,1320.2,11.6
659-279-957,2024-12-15,1325.6,5.4
659-279-957,2024-12-16,1337.9,12.3
659-279-957,2024-12-17,1344.9,7.0
659-279-957,2024-12-18,1358.0,13.1
659-279-957,2024-12-19,1364.2,6.2
659-279-957,2024-12-20,1374.2,10.0
659-279-957,2024-12-21,1379.3,5.1
659-279-957,2024-12-22,1384.7,5.4
659-279-957,2024-12-23,1396.7,12.0
659-279-957,2024-12-24,1406.4,9.7
659-279-957,2024-12-25,1421.5,15.1
659-279-957,2024-12-26,1429.2,7.7
659-279-957,2024-12-27,1444.9,15.7
659-279-957,2024-12-28,1458.4,13.5
659-279-957,2024-12-29,1468.5,10.1
659-279-957,2024-12-30,1484.8,16.3
659-279-957,2024-12-31,1500.9,16.1
659-279-957,2025-01-01,1514.0,13.1
659-279-957,2025-01-02,1523.5,9.5
659-279-957,2025-01-03,1534.9,11.4
659-279-957,2025-01-04,1548.3,13.4
659-279-957,2025-01-05,1560.8,12.5
659-279-957,2025-01-06,1573.8,13.0
659-279-957,2025-01-07,1588.6,14.8
659-279-957,2025-01-08,1604.8,16.2
659-279-957,2025-01-09,1617.0,12.2
659-279-957,2025-01-10,1627.5,10.5
659-279-957,2025-01-11,1643.1,15.6
659-279-957,2025-01-12,1650.0,6.9
659-279-957,2025-01-13,1658.2,8.2
659-279-957,2025-01-14,1674.7,16.5
659-279-957,2025-01-15,1686.0,11.3
659-279-957,2025-01-16,1694.6,8.6
659-279-957,2025-01-17,1698.8,4.2
659-279-957,2025-01-18,1709.5,10.7
659-279-957,2025-01-19,1719.9,10.4
659-279-957,2025-01-20,1732.4,12.5
659-279-957,2025-01-21,1744.9,12.5
659-279-957,2025-01-22,1756.3,11.4
659-279-957,2025-01-23,1766.5,10.2
659-279-957,2025-01-24,1781.3,14.8
659-279-957,2025-01-25,1788.2,6.9
659-279-957,2025-01-26,1798.2,10.0
659-279-957,2025-01-27,1814.2,16.0
659-279-957,2025-01-28,1828.9,14.7
659-279-957,2025-01-29,1845.1,16.2
659-279-957,2025-01-30,1861.4,16.3
659-279-957,2025-01-31,1873.7,12.3
659-279-957,2025-02-01,1888.8,15.1
659-279-957,2025-02-02,1902.7,13.9
659-279-957,2025-02-03,1911.4,8.7
659-279-957,2025-02-04,1917.3,5.9
659-279-957,2025-02-05,1925.7,8.4
659-279-957,2025-02-06,1938.9,13.2
659-279-957,2025-02-07,1950.0,11.1
659-279-957,2025-02-08,1959.2,9.2
659-279-957,2025-02-09,1963.8,4.6
659-279-957,2025-02-10,1972.3,8.5
659-279-957,2025-02-11,1987.8,15.5
659-279-957,2025-02-12,1998.9,11.1
659-279-957,2025-02-13,2011.1,12.2
659-279-957,2025-02-14,2024.2,13.1
659-279-957,2025-02-15,2040.1,15.9
659-279-957,2025-02-16,2048.6,8.5
659-279-957,2025-02-17,2053.3,4.7
659-279-957,2025-02-18,2069.7,16.4
659-279-957,2025-02-19,2077.8,8.1
977-542-668,2024-11-11,186.3,4.1
977-542-668,2024-11-12,196.3,10.0
977-542-668,2024-11-13,203.1,6.8
977-542-668,2024-11-14,217.2,14.1
977-542-668,2024-11-15,229.8,12.6
977-542-668,2024-11-16,234.4,4.6
977-542-668,2024-11-17,239.9,5.5
977-542-668,2024-11-18,251.9,12.0
977-542-668,2024-11-19,262.5,10.6
977-542-668,2024-11-20,273.3,10.8
977-542-668,2024-11-21,282.8,9.5
977-542-668,2024-11-22,287.0,4.2
977-542-668,2024-11-23,297.0,10.0
977-542-668,2024-11-24,306.1,9.1
977-542-668,2024-11-25,312.1,6.0
977-542-668,2024-11-26,316.9,4.8
